Country name,New URL,Clean URL
Argentina,https://www.diariodemocracia.com/,diariodemocracia.com
Argentina,http://www.eldebate.com.ar/,eldebate.com.ar
Argentina,http://www.diarioeloeste.com.ar/,diarioeloeste.com.ar
Argentina,https://diariohoy.net/,diariohoy.net
Argentina,http://www.rosarionet.com.ar/rnetw/index,rosarionet.com.ar
Argentina,https://www.elecos.com.ar/,elecos.com.ar
Argentina,http://www.elchubut.com.ar/,elchubut.com.ar
Argentina,http://www.elciudadanoweb.com/,elciudadanoweb.com
Argentina,https://www.cronista.com/,cronista.com
Argentina,http://www.eldia.com,eldia.com
Argentina,http://www.eldiario.com.ar/,eldiario.com.ar
Argentina,http://www.eldiariodelarepublica.com/,eldiariodelarepublica.com
Argentina,http://www.elheraldo.com.ar/,elheraldo.com.ar
Argentina,http://www.elindependiente.com.ar/,elindependiente.com.ar
Argentina,https://www.elliberal.com.ar/,elliberal.com.ar
Argentina,http://www.ellitoral.com/,ellitoral.com
Argentina,http://www.elpopular.com.ar/,elpopular.com.ar
Argentina,http://www.surenio.com.ar/,surenio.com.ar
Argentina,http://www.territoriodigital.com/,territoriodigital.com
Argentina,https://www.diarioeltiempo.com.ar/,diarioeltiempo.com.ar
Argentina,http://www.eltribuno.com/salta,eltribuno.com
Argentina,http://www.diarioelzonda.com.ar/,diarioelzonda.com.ar
Argentina,http://www.infocanuelas.com/,infocanuelas.com
Argentina,https://www.infobae.com/america/,infobae.com
Argentina,http://www.jujuyaldia.com.ar/,jujuyaldia.com.ar
Argentina,http://www.laarena.com.ar/,laarena.com.ar
Argentina,http://www.lacapitalmdp.com/,lacapitalmdp.com
Argentina,http://www.diariolacapital.com/,diariolacapital.com
Argentina,http://www.lagaceta.com.ar/,lagaceta.com.ar
Argentina,http://www.lanacion.com.ar/,lanacion.com.ar
Argentina,http://www.lanueva.com/,lanueva.com
Argentina,http://www.pergaminovirtual.com.ar/laopinion/,pergaminovirtual.com.ar
Argentina,http://diariolaopinion.com.ar/,diariolaopinion.com.ar
Argentina,http://www.laprensa.com.ar/,laprensa.com.ar
Argentina,http://larazon.viapais.com.ar/,larazon.viapais.com.ar
Argentina,http://launion.com.ar/,launion.com.ar
Argentina,http://www.lavozdesanjusto.com.ar/,lavozdesanjusto.com.ar
Argentina,http://www.lavoz.com.ar/,lavoz.com.ar
Argentina,http://www.losandes.com.ar/,losandes.com.ar
Argentina,https://www.ole.com.ar/,ole.com.ar
Argentina,https://www.pagina12.com.ar/,pagina12.com.ar
Argentina,http://www.pregon.com.ar/,pregon.com.ar
Argentina,http://www.rionegro.com.ar/,rionegro.com.ar
Argentina,https://www.rosario3.com/,rosario3.com
Argentina,https://www.tiemposur.com.ar/,tiemposur.com.ar
Argentina,https://enaming.com/exclusive/domain/tdm.com/,enaming.com
Armenia,http://www.a1plus.am/,a1plus.am
Armenia,http://www.aravot.am/,aravot.am
Armenia,https://www.armenianow.com/en/,armenianow.com
Armenia,https://armenpress.am/arm/,armenpress.am
Armenia,https://www.aysor.am/am/,aysor.am
Armenia,http://www.azg.am/,azg.am
Armenia,http://www.chi.am/index.cfm?objectid=ABA56F40-853D-11E0-99F9005056A30FF7,chi.am
Armenia,http://www.express.am/,express.am
Armenia,http://www.golosarmenii.am/,golosarmenii.am
Armenia,http://www.hhpress.am/,hhpress.am
Armenia,http://www.armworld.am/,armworld.am
Armenia,http://hetq.am/eng/,hetq.am
Armenia,http://www.horizonweekly.ca/,horizonweekly.ca
Armenia,http://www.mediainitiatives.am/,mediainitiatives.am
Armenia,http://www.iravunk.com/rus/,iravunk.com
Armenia,http://www.lragir.am/index/arm,lragir.am
Armenia,http://nv.am/,nv.am
Armenia,http://www.oratert.com,oratert.com
Armenia,http://www.panarmenian.net/,panarmenian.net
Armenia,https://www.panorama.am/en/,panorama.am
Armenia,http://www.ra.am/,ra.am
Armenia,http://www.tert.am/am/,tert.am
Armenia,http://www.yerkir.am/,yerkir.am
Australia,http://www.adelaidenow.com.au/?nk=ec4ee69f91ad119096be0f9892ff29f7-1511818008,adelaidenow.com.au
Australia,http://www.theadvocate.com.au/,theadvocate.com.au
Australia,http://www.theage.com.au,theage.com.au
Australia,http://www.alankabout.com/,alankabout.com
Australia,http://furatnews.com/furatnews/,furatnews.com
Australia,http://al-moharer.freeservers.com/,al-moharer.freeservers.com
Australia,http://www.alicespringsnews.com.au/,alicespringsnews.com.au
Australia,http://www.alloraadvertiser.com/,alloraadvertiser.com
Australia,http://www.alongthegrapevine.com/,alongthegrapevine.com
Australia,http://www.anu.edu.au/news,anu.edu.au
Australia,http://www.araratadvertiser.com.au/,araratadvertiser.com.au
Australia,http://www.areanews.com.au/,areanews.com.au
Australia,http://www.armidaleexpress.com.au/,armidaleexpress.com.au
Australia,https://starcommunity.com.au/category/armidale-independent/,starcommunity.com.au
Australia,http://www.margaretrivermail.com.au/,margaretrivermail.com.au
Australia,http://www.businessreviewaustralia.com/,businessreviewaustralia.com
Australia,http://www.theaustralian.com.au/?nk=50304e84620b67184a35eb4e7d9d1aea-1511818033,theaustralian.com.au
Australia,http://www.afr.com/,afr.com
Australia,https://www.jewishnews.net.au/,jewishnews.net.au
Australia,http://www.news.com.au,news.com.au
Australia,http://www.avonadvocate.com.au/,avonadvocate.com.au
Australia,http://www.thecourier.com.au/,thecourier.com.au
Australia,http://www.heartbeat.net.au/cgi-sys/suspendedpage.cgi,heartbeat.net.au
Australia,http://www.barossaherald.com.au/,barossaherald.com.au
Australia,https://bdtruth.com.au/,bdtruth.com.au
Australia,https://www.batemansbaypost.com.au/,batemansbaypost.com.au
Australia,http://www.redlandcitybulletin.com.au/,redlandcitybulletin.com.au
Australia,http://www.beaudeserttimes.com.au/,beaudeserttimes.com.au
Australia,http://www.begadistrictnews.com.au/,begadistrictnews.com.au
Australia,http://www.bellingencourier.com.au/,bellingencourier.com.au
Australia,http://www.benallaensign.com.au/,benallaensign.com.au
Australia,http://www.bendigoadvertiser.com.au/,bendigoadvertiser.com.au
Australia,http://www.bendigoweekly.com/,bendigoweekly.com
Australia,http://www.bharattimes.com/,bharattimes.com
Australia,https://www.dailytelegraph.com.au/newslocal/penrith-press,dailytelegraph.com.au
Australia,http://www.blacktownsun.com.au/,blacktownsun.com.au
Australia,http://www.blayneychronicle.com.au/,blayneychronicle.com.au
Australia,http://www.blazemedia.com.au/,blazemedia.com.au
Australia,http://www.bluemountainsgazette.com.au/,bluemountainsgazette.com.au
Australia,http://www.bombalatimes.com.au/,bombalatimes.com.au
Australia,http://www.boorowanewsonline.com.au/,boorowanewsonline.com.au
Australia,http://www.borderchronicle.com.au/,borderchronicle.com.au
Australia,http://www.bordermail.com.au/,bordermail.com.au
Australia,http://borderwatch.com.au/,borderwatch.com.au
Australia,http://www.braidwoodtimes.com.au/,braidwoodtimes.com.au
Australia,http://www.nenews.com.au/stories.aspx?pub=ao,nenews.com.au
Australia,http://www.starweekly.com.au/,starweekly.com.au
Australia,http://www.brisbanenews.net/,brisbanenews.net
Australia,https://www.brisbanetimes.com.au/,brisbanetimes.com.au
Australia,http://www.bunburymail.com.au/,bunburymail.com.au
Australia,https://www.news-mail.com.au/,news-mail.com.au
Australia,http://www.bunyippress.com.au/,bunyippress.com.au
Australia,https://www.businessnews.com.au/,businessnews.com.au
Australia,http://www.busseltonmail.com.au/,busseltonmail.com.au
Australia,https://www.byronnews.com.au/,byronnews.com.au
Australia,http://www.cairnspost.com.au/?nk=36d0ae59fd395c122b62ea7037eed7fa-1511818103,cairnspost.com.au
Australia,http://www.camdenadvertiser.com.au/,camdenadvertiser.com.au
Australia,http://www.camdencourier.com.au/,camdencourier.com.au
Australia,http://www.campaspenews.com.au/,campaspenews.com.au
Australia,http://www.macarthuradvertiser.com.au/,macarthuradvertiser.com.au
Australia,http://www.camperdownchronicle.com.au/,camperdownchronicle.com.au
Australia,http://citynews.com.au/,citynews.com.au
Australia,http://www.canberratimes.com.au,canberratimes.com.au
Australia,http://www.canowindranews.com.au/,canowindranews.com.au
Australia,http://catholicleader.com.au/,catholicleader.com.au
Australia,https://catholicoutlook.org/,catholicoutlook.org
Australia,https://www.dailytelegraph.com.au/newslocal/central-coast?nk=eae209049d980562c79838e1f70e30e0-1511818129,dailytelegraph.com.au
Australia,http://www.avonadvocate.com.au/,avonadvocate.com.au
Australia,https://www.cqnews.com.au/,cqnews.com.au
Australia,http://www.centralwesterndaily.com.au/,centralwesterndaily.com.au
Australia,http://www.cessnockadvertiser.com.au/,cessnockadvertiser.com.au
Australia,http://www.1688.com.au/,1688.com.au
Australia,http://cvreview.com.au/,cvreview.com.au
Australia,http://www.theadvocate.com.au/community/,theadvocate.com.au
Australia,http://cobarweekly.com.au/,cobarweekly.com.au
Australia,http://courier.cobram.net.au/,courier.cobram.net.au
Australia,https://www.coffscoastadvocate.com.au/,coffscoastadvocate.com.au
Australia,http://www.colliemail.com.au/,colliemail.com.au
Australia,http://www.colypointobserver.com.au/,colypointobserver.com.au
Australia,http://www.cooberpedynews.com.au/,cooberpedynews.com.au
Australia,https://cooberpedytimes.com/,cooberpedytimes.com
Australia,http://www.snowytimes.com/,snowytimes.com
Australia,http://www.cootamundraherald.com.au/,cootamundraherald.com.au
Australia,http://www.countrynews.com.au/,countrynews.com.au
Australia,https://thewest.com.au/countryman?r=1,thewest.com.au
Australia,http://www.couriermail.com.au/?nk=c00e644a0a27af41400c86efd5648a36-1511818169,couriermail.com.au
Australia,http://www.cowracommunitynews.com,cowracommunitynews.com
Australia,http://www.cowraguardian.com.au/,cowraguardian.com.au
Australia,https://www.crikey.com.au/,crikey.com.au
Australia,http://www.crookwellgazette.com.au/,crookwellgazette.com.au
Australia,https://www.dailyexaminer.com.au/,dailyexaminer.com.au
Australia,https://www.dailymercury.com.au/,dailymercury.com.au
Australia,https://www.dailytelegraph.com.au/?nk=a5bb8a9f921c1ff94878995a64be4773-1511818201,dailytelegraph.com.au
Australia,https://dandenong.starcommunity.com.au/,dandenong.starcommunity.com.au
Australia,https://dandenong.starcommunity.com.au/,dandenong.starcommunity.com.au
Australia,http://www.denipt.com.au/,denipt.com.au
Australia,http://www.donnybrookmail.com.au/,donnybrookmail.com.au
Australia,http://www.dailyliberal.com.au/,dailyliberal.com.au
Australia,http://www.dungogchronicle.com.au/,dungogchronicle.com.au
Australia,http://dunoongazette.com/wp/,dunoongazette.com
Australia,http://www.dutchcourier.com/,dutchcourier.com
Australia,http://www.examiner.com.au/community/east-coast/,examiner.com.au
Australia,https://www.eastvicmedia.com.au/,eastvicmedia.com.au
Australia,http://www.couriermail.com.au/questnews/east?nk=3fd91cb526675e07c97f9baf3f98d610-1511818228,couriermail.com.au
Australia,http://www.easternriverinachronicle.com.au/,easternriverinachronicle.com.au
Australia,http://www.echo.net.au/,echo.net.au
Australia,http://www.edenmagnet.com.au/,edenmagnet.com.au
Australia,http://www.elmassry.com/,elmassry.com
Australia,http://www.esperanceexpress.com.au/,esperanceexpress.com.au
Australia,http://www.examiner.com.au/,examiner.com.au
Australia,http://www.eyretribune.com.au/,eyretribune.com.au
Australia,https://www.dailytelegraph.com.au/newslocal/liverpool-leader,dailytelegraph.com.au
Australia,http://www.fairfieldchampion.com.au/,fairfieldchampion.com.au
Australia,http://www.farmweekly.com.au/,farmweekly.com.au
Australia,https://umsu.unimelb.edu.au/,umsu.unimelb.edu.au
Australia,http://www.theflindersnews.com.au/,theflindersnews.com.au
Australia,http://www.forbesadvocate.com.au/,forbesadvocate.com.au
Australia,http://www.promaccom.com.au/themirror/,promaccom.com.au
Australia,https://www.frasercoastchronicle.com.au/,frasercoastchronicle.com.au
Australia,http://fremantle.inmycommunity.com.au/,fremantle.inmycommunity.com.au
Australia,http://gaynewsnetwork.com.au/,gaynewsnetwork.com.au
Australia,http://www.geelongadvertiser.com.au/?nk=2eba92d882f6a52444129810b87e0776-1511818281,geelongadvertiser.com.au
Australia,http://www.geraldtonguardian.com.au/,geraldtonguardian.com.au
Australia,http://www.gippslandtimes.com.au/,gippslandtimes.com.au
Australia,https://www.gladstoneobserver.com.au/,gladstoneobserver.com.au
Australia,http://www.gleninnesexaminer.com.au/,gleninnesexaminer.com.au
Australia,http://www.gloucesteradvocate.com.au/,gloucesteradvocate.com.au
Australia,http://www.goldcoastbulletin.com.au/?nk=5e298c92ba0bea6e86356f53517a8893-1511818295,goldcoastbulletin.com.au
Australia,http://www.goondiwindiargus.com.au/,goondiwindiargus.com.au
Australia,http://www.goulburnpost.com.au/,goulburnpost.com.au
Australia,http://www.greatlakesadvocate.com.au/,greatlakesadvocate.com.au
Australia,http://thestar.com.au/,thestar.com.au
Australia,http://gsweekender.com.au/,gsweekender.com.au
Australia,http://www.grenfellrecord.com.au/,grenfellrecord.com.au
Australia,https://www.theguardian.com/au,theguardian.com
Australia,http://www.gujarattimes.com.au/,gujarattimes.com.au
Australia,http://www.guyraargus.com.au/,guyraargus.com.au
Australia,https://www.gympietimes.com.au/,gympietimes.com.au
Australia,http://www.hardenexpress.com.au/,hardenexpress.com.au
Australia,http://www.hawkesburygazette.com.au/,hawkesburygazette.com.au
Australia,http://www.hepburnadvocate.com.au/,hepburnadvocate.com.au
Australia,http://www.heraldsun.com.au/?nk=28503a4baf09bc75c9154f1f9fbb5a76-1511818315,heraldsun.com.au
Australia,http://www.heraldsun.com.au/?nk=f90c9b7e80b463ce86cb8380fc1cdfbd-1511818316,heraldsun.com.au
Australia,http://theindy.com.au/,theindy.com.au
Australia,http://www.hillsnews.com.au/,hillsnews.com.au
Australia,https://www.dailytelegraph.com.au/newslocal/hills-shire-times,dailytelegraph.com.au
Australia,https://www.hinterlandtimes.com.au/,hinterlandtimes.com.au
Australia,http://www.huntervalleynews.net.au/,huntervalleynews.net.au
Australia,http://www.angelfire.com/wa3/hri/,angelfire.com
Australia,http://www.illawarramercury.com.au/,illawarramercury.com.au
Australia,https://independentaustralia.net/,independentaustralia.net
Australia,http://www.inews.net.au/,inews.net.au
Australia,http://www.indianlink.com.au/,indianlink.com.au
Australia,http://indianvoice.com.au/,indianvoice.com.au
Australia,https://www.dailytelegraph.com.au/newslocal/inner-west?nk=11f79aecf6c80c9ebe8d5bbec5939110-1511818340,dailytelegraph.com.au
Australia,http://www.inverelltimes.com.au/,inverelltimes.com.au
Australia,http://www.couriermail.com.au/questnews/southwest?nk=bc5d4dd8641bd79f6028387287bedda8-1511818346,couriermail.com.au
Australia,https://www.facebook.com/irishechoaustralia,facebook.com
Australia,http://www.irrigator.com.au/,irrigator.com.au
Australia,http://www.theislanderonline.com.au/,theislanderonline.com.au
Australia,http://www.jimboombatimes.com.au/,jimboombatimes.com.au
Australia,http://www.juneesoutherncross.com.au/,juneesoutherncross.com.au
Australia,https://thewest.com.au/news/goldfields?r=1,thewest.com.au
Australia,http://www.katherinetimes.com.au/,katherinetimes.com.au
Australia,http://www.kiamaindependent.com.au/,kiamaindependent.com.au
Australia,http://www.knoxjournal.com.au/,knoxjournal.com.au
Australia,http://koorimail.com/,koorimail.com
Australia,http://www.kyfreepress.com.au/,kyfreepress.com.au
Australia,http://www.lakesmail.com.au/,lakesmail.com.au
Australia,http://www.latrobevalleyexpress.com.au/,latrobevalleyexpress.com.au
Australia,http://www.examiner.com.au/community/,examiner.com.au
Australia,http://www.lithgowmercury.com.au/,lithgowmercury.com.au
Australia,http://www.liverpoolchampion.com.au/,liverpoolchampion.com.au
Australia,http://www.couriermail.com.au/questnews/logan?nk=f475f1491ae3e072ca48eab0d5eda8fd-1511818373,couriermail.com.au
Australia,http://lotswife.com.au/,lotswife.com.au
Australia,http://www.loxton-news.com.au/,loxton-news.com.au
Australia,https://www.dailytelegraph.com.au/newslocal/macarthur?nk=8758eae8100c5e9ea16ff0497317dc79-1511818378,dailytelegraph.com.au
Australia,http://www.macleayargus.com.au/,macleayargus.com.au
Australia,https://grapeshotmq.com.au/,grapeshotmq.com.au
Australia,http://www.magnetictimes.com.au/,magnetictimes.com.au
Australia,http://www.maitlandmercury.com.au/,maitlandmercury.com.au
Australia,http://www.malaysiasun.com/,malaysiasun.com
Australia,http://www.mandurahmail.com.au/,mandurahmail.com.au
Australia,https://www.dailytelegraph.com.au/newslocal/manly-daily,dailytelegraph.com.au
Australia,http://www.manningrivertimes.com.au/,manningrivertimes.com.au
Australia,http://www.nenews.com.au/stories.aspx?pub=mc,nenews.com.au
Australia,http://ww38.mareebaexpress.com/,ww38.mareebaexpress.com
Australia,http://www.starweekly.com.au/pub/maribyrnong_hobsons_bay/,starweekly.com.au
Australia,http://www.examiner.com.au/community/meander-valley/,examiner.com.au
Australia,http://www.heraldsun.com.au/leader/bayside?nk=98ccff0035364eea34299e51f2772e8c-1511818394,heraldsun.com.au
Australia,http://www.heraldsun.com.au/leader/central?nk=1f20d7f7f8ea730cc3f5d30d90e99c7e-1511818395,heraldsun.com.au
Australia,http://www.heraldsun.com.au/leader/east?nk=13242521e79e8d12c6f74c47133835c6-1511818397,heraldsun.com.au
Australia,https://wn.com/Melbourne_news?from=melbournenews.com,wn.com
Australia,http://www.heraldsun.com.au/leader/north?nk=70ba52af8d05d7d19c2171b2099c36ba-1511818400,heraldsun.com.au
Australia,http://www.melbourneobserver.com.au/,melbourneobserver.com.au
Australia,http://ww38.expresstelegraph.com.au/,ww38.expresstelegraph.com.au
Australia,http://www.themercury.com.au/?nk=792bf6985336e6f1b271f1c146bbd1cd-1511818404,themercury.com.au
Australia,http://www.merimbulanewsonline.com.au/,merimbulanewsonline.com.au
Australia,http://www.avonadvocate.com.au/,avonadvocate.com.au
Australia,http://www.elliottmidnews.com.au/,elliottmidnews.com.au
Australia,https://www.ulladullatimes.com.au/,ulladullatimes.com.au
Australia,http://www.monashjournal.com.au/,monashjournal.com.au
Australia,https://www.theweeklyreview.com.au/?type=moonee_valley,theweeklyreview.com.au
Australia,http://www.heraldsun.com.au/leader/south-east?nk=fa8f0999ac35b1967204ab669d528ce5-1511818414,heraldsun.com.au
Australia,http://www.moreechampion.com.au/,moreechampion.com.au
Australia,http://www.couriermail.com.au/questnews/moreton?nk=172337c377b9018c9f833869ee6d2209-1511818417,couriermail.com.au
Australia,https://www.themorningbulletin.com.au/,themorningbulletin.com.au
Australia,http://morningtonpeninsulaleader.localnewspapers.today/,morningtonpeninsulaleader.localnewspapers.today
Australia,http://www.courier.net.au/wp/,courier.net.au
Australia,http://www.standard.net.au/moyne/,standard.net.au
Australia,http://www.nenews.com.au/Guides/mbGuide.aspx,nenews.com.au
Australia,http://www.nenews.com.au/Guides/mhGuide.aspx,nenews.com.au
Australia,http://www.mudgeeguardian.com.au/,mudgeeguardian.com.au
Australia,http://www.murraypioneer.com.au/,murraypioneer.com.au
Australia,http://www.murrayvalleystandard.com.au/,murrayvalleystandard.com.au
Australia,http://www.muswellbrookchronicle.com.au/,muswellbrookchronicle.com.au
Australia,http://www.portstephensexaminer.com.au/community/myall-coast/,portstephensexaminer.com.au
Australia,http://www.nambuccaguardian.com.au/,nambuccaguardian.com.au
Australia,http://www.naracoorteherald.com.au/,naracoorteherald.com.au
Australia,http://www.naroomanewsonline.com.au/,naroomanewsonline.com.au
Australia,http://www.narrominenewsonline.com.au/,narrominenewsonline.com.au
Australia,https://newmatilda.com/,newmatilda.com
Australia,http://www.theherald.com.au/,theherald.com.au
Australia,http://www.newcastlestar.com.au/,newcastlestar.com.au
Australia,http://www.opus.org.au/,opus.org.au
Australia,http://www.newsclassifieds.com.au,newsclassifieds.com.au
Australia,https://www.noosanews.com.au/,noosanews.com.au
Australia,http://www.nenews.com.au/Guides/neGuide.aspx,nenews.com.au
Australia,http://www.northqueenslandregister.com.au/,northqueenslandregister.com.au
Australia,https://www.dailytelegraph.com.au/newslocal/north-shore?nk=29cd3260b60421c7c0267a203a78cb76-1511818467,dailytelegraph.com.au
Australia,http://www.northweststar.com.au/,northweststar.com.au
Australia,https://www.echonews.com.au/,echonews.com.au
Australia,http://www.northernargus.com.au/,northernargus.com.au
Australia,http://www.northerndailyleader.com.au/,northerndailyleader.com.au
Australia,http://www.northernherald.com.au/,northernherald.com.au
Australia,http://www.examiner.com.au/community/northern-midlands/,examiner.com.au
Australia,https://www.northernstar.com.au/,northernstar.com.au
Australia,http://www.starweekly.com.au/pub/northern/,starweekly.com.au
Australia,http://www.gannawarratimes.com.au/,gannawarratimes.com.au
Australia,http://www.couriermail.com.au/questnews/north?nk=c31a445e66a67e9b5b351d4cd0da0c0a-1511818483,couriermail.com.au
Australia,http://www.ntnews.com.au/?nk=20083eda81cf31080de3c86dc377168b-1511818484,ntnews.com.au
Australia,http://www.nynganobserver.com.au/,nynganobserver.com.au
Australia,http://www.oberonreview.com.au/,oberonreview.com.au
Australia,https://oceangrovevoice.com.au/,oceangrovevoice.com.au
Australia,http://www.nenews.com.au/stories.aspx?pub=om,nenews.com.au
Australia,http://www.parkeschampionpost.com.au/,parkeschampionpost.com.au
Australia,https://www.dailytelegraph.com.au/newslocal/parramatta?nk=febafea8e195282fa1a1fb52e6f61495-1511818492,dailytelegraph.com.au
Australia,http://www.parramattasun.com.au/,parramattasun.com.au
Australia,http://peninsula.news/,peninsula.news
Australia,http://www.penrithcitygazette.com.au/,penrithcitygazette.com.au
Australia,https://www.horseracinginsider.com.au/form-guide,horseracinginsider.com.au
Australia,https://www.plainsproducer.com.au/,plainsproducer.com.au
Australia,http://www.portlincolntimes.com.au/,portlincolntimes.com.au
Australia,http://www.portnews.com.au/,portnews.com.au
Australia,http://www.portpirierecorder.com.au/,portpirierecorder.com.au
Australia,http://www.spec.com.au/,spec.com.au
Australia,http://postnewspapers.com.au/,postnewspapers.com.au
Australia,http://www.queanbeyanagechronicle.com.au/,queanbeyanagechronicle.com.au
Australia,https://www.qt.com.au/,qt.com.au
Australia,http://unione.latrobesu.org.au/Common/ContentWM.aspx?CID=29,unione.latrobesu.org.au
Australia,https://www.sunshinecoastdaily.com.au/,sunshinecoastdaily.com.au
Australia,http://www.rivernews.com.au/,rivernews.com.au
Australia,http://www.riverinaleader.com.au/,riverinaleader.com.au
Australia,http://www.riverineherald.com.au/,riverineherald.com.au
Australia,http://www.rhsgnews.com.au/,rhsgnews.com.au
Australia,http://www.themonitor.com.au/,themonitor.com.au
Australia,http://www.sadaewatansydney.com/,sadaewatansydney.com
Australia,http://www.sangbad.com.au/cpanel_account_suspended.html,sangbad.com.au
Australia,http://www.sconeadvocate.com.au/,sconeadvocate.com.au
Australia,http://www.seymourtelegraph.com.au/,seymourtelegraph.com.au
Australia,http://www.sheppnews.com.au/,sheppnews.com.au
Australia,http://www.singletonargus.com.au/,singletonargus.com.au
Australia,http://www.southcoastregister.com.au/,southcoastregister.com.au
Australia,http://sgst.com.au/,sgst.com.au
Australia,http://www.liverpoolchampion.com.au/,liverpoolchampion.com.au
Australia,https://freetimes.com.au/,freetimes.com.au
Australia,http://www.southernhighlandnews.com.au/,southernhighlandnews.com.au
Australia,http://www.southernriverinanews.com.au/,southernriverinanews.com.au
Australia,http://www.couriermail.com.au/questnews/south?nk=6e4b8bc338098e1a6fbfbf29bfd28c33-1511818558,couriermail.com.au
Australia,http://www.southernweekly.com.au/,southernweekly.com.au
Australia,http://www.theleader.com.au/,theleader.com.au
Australia,http://www.stmarysstar.com.au/,stmarysstar.com.au
Australia,https://www.stanthorpeborderpost.com.au/,stanthorpeborderpost.com.au
Australia,http://www.stawelltimes.com.au/,stawelltimes.com.au
Australia,http://www.stockandland.com.au/,stockandland.com.au
Australia,http://studentview.com.au/,studentview.com.au
Australia,http://www.snowytimes.com/,snowytimes.com
Australia,http://www.suncitynews.com.au/,suncitynews.com.au
Australia,http://www.smh.com.au,smh.com.au
Australia,http://www.couriermail.com.au/?nk=e4ae51d017a368b6c9c5f73965f63964-1511818584,couriermail.com.au
Australia,http://www.adelaidenow.com.au/?nk=2fa51bfca51e0a4519e58fe4639e9e8a-1511818587,adelaidenow.com.au
Australia,https://www.dailytelegraph.com.au/?nk=dec0027ad52e3fa5c7989ac057c286e9-1511818589,dailytelegraph.com.au
Australia,https://www.perthnow.com.au/?r=%2F,perthnow.com.au
Australia,http://www.sunraysiadaily.com.au/,sunraysiadaily.com.au
Australia,https://www.sunshinecoastdaily.com.au/,sunshinecoastdaily.com.au
Australia,http://www.sunshinecoastnews.com.au/,sunshinecoastnews.com.au
Australia,http://www.theguardian.com.au/,theguardian.com.au
Australia,http://ssu.org.au/student-media/the-swine-magazine/,ssu.org.au
Australia,http://www.smh.com.au,smh.com.au
Australia,http://www.sydneynews.net,sydneynews.net
Australia,http://www.starobserver.com.au/,starobserver.com.au
Australia,http://www.examiner.com.au/community/tamar-valley/,examiner.com.au
Australia,http://www.tenterfieldstar.com.au/,tenterfieldstar.com.au
Australia,http://www.therural.com.au/,therural.com.au
Australia,http://www.toodyayherald.com.au/,toodyayherald.com.au
Australia,https://www.thechronicle.com.au/,thechronicle.com.au
Australia,http://www.townsvillebulletin.com.au/?nk=e930e845f664966c84712e4ad00af3b3-1511818624,townsvillebulletin.com.au
Australia,http://www.afr.com/,afr.com
Australia,http://www.transcontinental.com.au/,transcontinental.com.au
Australia,http://tribune-intl.com/,tribune-intl.com
Australia,http://www.goldcoastmail.com.au/,goldcoastmail.com.au
Australia,https://www.tweeddailynews.com.au/,tweeddailynews.com.au
Australia,http://www.nucleus.org.au/,nucleus.org.au
Australia,http://tharunka.arc.unsw.edu.au/,tharunka.arc.unsw.edu.au
Australia,http://www.tertangala.net/,tertangala.net
